url,name,rating_star,rating_nb_reviews,price,review_url_src,review_stars,review_title,review_thoughts,review_author,review_date,review_verified,review_tup,review_tdown,review_collected_date,predicted_sentiment,sentiment_category,keywords
https://www.dermstore.com/is-clinical-pro-heal-serum-advance-plus/11291965.html,iS Clinical Pro-Heal Serum Advance Plus (1 oz.),4.7,359,$158.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-a.g.e.-advanced-eye-cream-15ml/14919781.html,SkinCeuticals A.G.E Advanced Eye Cream,4.5,914,$116.00,,,,,,,,,,,,,
https://www.dermstore.com/obagi-medical-hydrate-luxe/11288913.html,Obagi Medical Hydrate Luxe (1.7 oz.),4.8,238,$78.00,,,,,,,,,,,,,
https://www.dermstore.com/pca-skin-hyaluronic-acid-boosting-serum/11429291.html,PCA SKIN Hyaluronic Acid Boosting Serum (1 oz.),4.7,331,$125.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-uv-clear-broad-spectrum-spf46/11370303.html,EltaMD UV Clear Broad-Spectrum SPF 46,4.8,5131,$43.00,,,,,,,,,,,,,
https://www.dermstore.com/estee-lauder-revitalizing-supreme-night-power-bounce-creme-moisturiser-50ml/15415609.html,Estée Lauder Revitalizing Supreme+ Night Power Bounce Crème Moisturiser 50ml,0.0,No,$135.00,,,,,,,,,,,,,
https://www.dermstore.com/colorescience-sunforgettable-total-protection-face-shield-flex-spf-50-medium-1.8-fl.-oz/12956915.html,Colorescience Sunforgettable Total Protection Face Shield Flex SPF 50 1.8 fl. oz. - Medium,4.0,131,$54.00,,,,,,,,,,,,,
https://www.dermstore.com/lyma-skincare-serum-and-cream-starter-kit/15509636.html,LYMA Skincare Serum and Cream Starter Kit,0.0,No,$655.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-skin-recovery-amino-acid-foaming-cleanser-148ml/15409158.html,EltaMD Skin Recovery Amino Acid Foaming Cleanser (5 oz.),0.0,No,$35.00,,,,,,,,,,,,,
https://www.dermstore.com/dr-dennis-gross-skincare-drx-spectralite-faceware-pro/12747871.html,Dr Dennis Gross SpectraLite™ FaceWare Pro (1 piece),4.4,121,$455.00,,,,,,,,,,,,,
https://www.dermstore.com/dr.-whitney-bowe-beauty-bowe-glowe-microbiome-nourishing-cream-50ml/15227431.html,Dr. Whitney Bowe Beauty Bowe Glowe Microbiome Nourishing Cream (1.7 fl oz),4.7,201,$95.00,,,,,,,,,,,,,
https://www.dermstore.com/eminence-rosehip-triple-c-e-firming-oil/11370441.html,Eminence Organic Skin Care Rosehip Triple C+E Firming Oil 1 fl. oz,4.8,82,$118.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-hydrating-b5-hyaluronic-acid-gel-moisturizer-30ml/11289619.html,SkinCeuticals Hydrating B5 Gel,4.7,1106,$90.00,,,,,,,,,,,,,
https://www.dermstore.com/skinmedica-tns-recovery-complex-1-oz/11574164.html,SkinMedica TNS Recovery Complex (1 fl. oz.),4.7,126,$230.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-uv-clear-tinted-spf46-broad-spectrum-duo/12538012.html,EltaMD Exclusive UV Clear Tinted SPF 46 Broad-Spectrum Duo ($86 Value),4.7,1528,$77.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-cell-cycle-catalyst-30ml/15058249.html,Cell Cycle Catalyst Exfoliating Booster Serum (1 fl. oz.),4.4,913,$115.00,,,,,,,,,,,,,
https://www.dermstore.com/skinmedica-tns-eye-repair/11289683.html,SkinMedica TNS Eye Repair,4.5,454,$106.00,,,,,,,,,,,,,
https://www.dermstore.com/colorescience-total-eye-3-in-1-spf35-renewal-therapy-0.23-oz-various-shades/12666791.html,Colorescience Total Eye 3-in-1 Renewal Therapy SPF 35,4.5,487,$79.00,,,,,,,,,,,,,
https://www.dermstore.com/is-clinical-active-serum-30ml/11291956.html,iS Clinical Active Serum (1 oz.),4.6,511,$142.00,,,,,,,,,,,,,
https://www.dermstore.com/bioeffect-egf-power-eye-cream-15ml/15412469.html,BIOEFFECT EGF Power Eye Cream 15ml,0.0,No,$149.00,,,,,,,,,,,,,
https://www.dermstore.com/best-of-dermstore-skin-care-foundation-x-dermstore-sun-protection-kit/15061278.html,Best of Dermstore: Skin Cancer Foundation x Dermstore Sun Protection Kit - $242 Value,4.0,4,$70.00,,,,,,,,,,,,,
https://www.dermstore.com/eminence-organic-skin-care-monoi-age-corrective-night-cream-for-face-and-neck-2-fl.-oz./12901548.html,Eminence Monoi Age Corrective Night Cream for Face & Neck,4.7,97,$77.00,,,,,,,,,,,,,
https://www.dermstore.com/dr.-whitney-bowe-beauty-skin-cycling-program-exfoliate-firm-hydrate-barrier-recovery/15227429.html,Dr. Whitney Bowe Beauty Skin Cycling Program - Exfoliate + Firm + Hydrate + Barrier Recovery ($273 Value),4.7,69,$199.00,,,,,,,,,,,,,
https://www.dermstore.com/neocutis-bio-serum-firm-30ml/12453448.html,Neocutis BIO SERUM FIRM Rejuvenating Growth Factor & Peptide Treatment,4.6,87,$290.00,,,,,,,,,,,,,
https://www.dermstore.com/skinmedica-aha-bha-exfoliating-cleanser/11289657.html,SkinMedica AHA/BHA Exfoliating Cleanser,4.8,460,$48.00,,,,,,,,,,,,,
https://www.dermstore.com/sunday-riley-good-genes-all-in-one-lactic-acid-treatment-1.7oz/11588281.html,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 1.7oz,4.7,3007,$122.00,,,,,,,,,,,,,
https://www.dermstore.com/eminence-organic-skin-care-clear-skin-probiotic-cleanser-8.4-fl.-oz./12901507.html,Eminence Organic Skin Care Clear Skin Probiotic Cleanser 8.4 fl. oz,4.6,253,$48.00,,,,,,,,,,,,,
https://www.dermstore.com/medik8-crystal-retinal-3-serum-30ml/12810724.html,Medik8 Crystal Retinal 3 Serum 30ml,4.7,53,$64.00,,,,,,,,,,,,,
https://www.dermstore.com/colorescience-sunforgettable-total-protection-face-shield-spf50-pa-55ml/11814869.html,Colorescience Sunforgettable® Total Protection™ Face Shield SPF 50 (PA++++) (1.8 fl. oz.),4.5,593,$49.00,,,,,,,,,,,,,
https://www.dermstore.com/augustinus-bader-the-cream-50ml/13315092.html,Augustinus Bader The Cream 50ml,4.8,10,$300.00,,,,,,,,,,,,,
https://www.dermstore.com/obagi-medical-c-fx-c-clarifying-serum/11288929.html,Obagi Medical Obagi-C Fx System C-Clarifying Serum (1 oz.),,,$135.00,,,,,,,,,,,,,
https://www.dermstore.com/obagi-medical-hydrate-facial-moisturizer/11291537.html,Obagi Medical Hydrate Facial Moisturizer (1.7 oz.),,,$58.00,,,,,,,,,,,,,
https://www.dermstore.com/obagi-medical-nu-derm-clear-fx/11288915.html,Obagi Medical Nu-Derm Clear Fx (2 oz.),,,$113.00,,,,,,,,,,,,,
https://www.dermstore.com/dr.-whitney-bowe-beauty-exfoliation-night-resurfacing-brightening-serum-30ml/15227427.html,Dr. Whitney Bowe Beauty Exfoliation Night Resurfacing + Brightening Serum (1 fl oz),,,$79.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-microexfoliating-cleanser-150ml-us-only/11872688.html,SkinCeuticals Micro-Exfoliating Scrub (5 fl. oz.),,,$35.00,,,,,,,,,,,,,
https://www.dermstore.com/revitalash-advanced-eyelash-conditioner-2ml-3-month-supply/11370772.html,RevitaLash Advanced Eyelash Conditioner 2.0ml (3 Month Supply),,,$100.00,,,,,,,,,,,,,
https://www.dermstore.com/revitalash-revitabrow-advanced-eyebrow-conditioner-3ml-4-month-supply/10560418.html,RevitaLash RevitaBrow Advanced Eyebrow Conditioner 3.0ml (4 Month Supply),,,$111.00,,,,,,,,,,,,,
https://www.dermstore.com/neocutis-lumiere-firm-illuminating-and-tightening-eye-cream-15ml/12664554.html,Neocutis LUMIÈRE FIRM Illuminating & Tightening Eye Cream,,,$114.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-physical-fusion-uv-defense-spf50-sunscreen-various-sizes/12941160.html,SkinCeuticals Physical Fusion UV Defense SPF 50 Mineral Sunscreen (Various Sizes),,,$42.00,,,,,,,,,,,,,
https://www.dermstore.com/august-beautyfix-2024-child/15061296.html,BeautyFIX - Dermstore Anniversary,,,$19.99,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-daily-moisture/11289613.html,SkinCeuticals Daily Moisture,,,$78.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-gentle-cleanser-190ml/14917033.html,SkinCeuticals Gentle Cleanser (6.42 fl. oz.),,,$39.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-phloretin-cf-with-ferulic-acid-vitamin-c-serum-30ml/11289626.html,SkinCeuticals Phloretin CF,,,$182.00,,,,,,,,,,,,,
https://www.dermstore.com/revitalash-advanced-eyelash-conditioner-3.5ml-6-month-supply/10560417.html,RevitaLash Advanced Eyelash Conditioner 3.5ml (6 Month Supply),,,$152.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-uv-daily-broad-spectrum-spf40/11370297.html,EltaMD UV Daily Broad-Spectrum SPF 40,,,$39.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-lha-cleansing-gel-200ml/11535234.html,SkinCeuticals LHA Cleanser Gel,,,$45.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-am-therapy-facial-moisturizer/11370304.html,EltaMD AM Restore Moisturizer,,,$44.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-a.g.e.-interrupter-advanced-cream-for-mature-skin-types-48ml/14203964.html,SkinCeuticals A.G.E. Interrupter Advanced Anti-Wrinkle Cream (1.7 fl. oz.),,,$185.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-simply-clean-cleanser-200ml/11535231.html,SkinCeuticals Simply Clean (6.8 fl. oz.),,,$39.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-purifying-cleanser-200ml/11535233.html,SkinCeuticals Purifying Cleanser (6.8 fl. oz.),,,$39.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-phyto-corrective-gel-30ml/11289629.html,SkinCeuticals Phyto Corrective Gel,,,$80.00,,,,,,,,,,,,,
https://www.dermstore.com/neocutis-bio-cream-firm-1.69-fl.-oz./12903093.html,Neocutis BIO Cream Firm (1.69 fl. oz.),,,$188.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-discoloration-defense-dark-spot-serum-30ml/11679046.html,SkinCeuticals Discoloration Defense,,,$110.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-pm-therapy-facial-moisturizer/11370305.html,EltaMD PM Restore Facial Moisturizer,,,$44.00,,,,,,,,,,,,,
https://www.dermstore.com/neocutis-neo-firm-micro-firm-neck-decollete-rejuvenating-complex-and-tightening-cream/11903200.html,Neocutis NEO Firm Neck Decollete Tightening Cream (50 g.),,,$142.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-lha-toner/11289622.html,SkinCeuticals LHA Toner (6.8 fl. oz.),,,$44.00,,,,,,,,,,,,,
https://www.dermstore.com/is-clinical-cleansing-complex-with-active-serum-3.75ml/15461407.html,iS Clinical Cleansing Complex with FREE 3.75ml Active Serum,,,$48.00,,,,,,,,,,,,,
https://www.dermstore.com/cosrx-acne-pimple-master-patch-24-patches/11401172.html,COSRX Acne Pimple Master Patch (24 count),,,$6.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-retinol-1.0/11289638.html,SkinCeuticals Retinol 1.0 Maximum Strength Refining Night Cream,,,$102.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-uv-daily-broad-spectrum-tinted-moisturizer-spf40/11370311.html,EltaMD UV Daily Broad-Spectrum SPF 40- Tinted,,,$41.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-emollience-moisturizer-60ml/11312847.html,SkinCeuticals Emollience (2 fl. oz.),,,$78.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-renew-overnight-normal-to-dry-skin/11289634.html,SkinCeuticals Renew Overnight Dry (2 fl. oz.),,,$78.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-foaming-facial-cleanser-207ml/11370307.html,EltaMD Foaming Facial Cleanser (7 oz.),,,$35.00,,,,,,,,,,,,,
https://www.dermstore.com/paula-s-choice-skin-perfecting-2-bha-liquid-exfoliant-118ml/11174178.html,Paula's Choice SKIN PERFECTING 2 BHA Liquid Exfoliant (4 fl. oz.),,,$35.00,,,,,,,,,,,,,
https://www.dermstore.com/best-of-dermstore-grwm-kit-2024/15061283.html,Best of Dermstore: Get Ready With Me Kit - $463.99 Value,,,$100.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-retinol-0.5-refining-night-treatment-30ml/10420992.html,SkinCeuticals Retinol 0.5,,,$90.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-glycolic-renewal-cleanser-5-fl.oz/12309426.html,SkinCeuticals Glycolic Renewal Gel Cleanser (5 fl. oz.),,,$42.00,,,,,,,,,,,,,
https://www.dermstore.com/neocutis-bio-cream-firm-riche-1.69-fl.-oz./12903092.html,Neocutis Bio Cream Firm Riche (1.69 fl. oz.),,,$208.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-resveratrol-b-e/11289635.html,SkinCeuticals Resveratrol B E,,,$168.00,,,,,,,,,,,,,
https://www.dermstore.com/bioderma-sensibio-cleansing-micellar-water-sensitive-skin-500ml/11450895.html,Bioderma Sensibio H2O Micellar Water (16.7 oz.),,,$18.99,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-phyto-a-brightening-treatment-1-fl.-oz/13516546.html,SkinCeuticals Phyto A+ Brightening Treatment Lightweight Moisturizer,,,$110.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-uv-aox-elements-broad-spectrum-spf-50-50ml/15066858.html,EltaMD UV AOX Elements Broad-Spectrum SPF 50 50ml,,,$45.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-uv-physical-broad-spectrum-spf41/11370298.html,EltaMD UV Physical Broad-Spectrum SPF 41 Sunscreen - Tinted (3 oz.),,,$44.00,,,,,,,,,,,,,
https://www.dermstore.com/epionce-lytic-gel-cleanser/11287446.html,Epionce Lytic Gel Cleanser (6 fl. oz.),,,$40.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-glycolic-10-overnight-treatment-50ml/12031613.html,SkinCeuticals Glycolic 10 Renew Overnight (1.7 fl. oz.),,,$96.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-antioxidant-lip-repair/11848946.html,SkinCeuticals Antioxidant Lip Repair (0.34 fl. oz.),,,$46.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-retinol-0.3-refining-night-treatment-30ml/11888501.html,SkinCeuticals Retinol 0.3,,,$80.00,,,,,,,,,,,,,
https://www.dermstore.com/is-clinical-reparative-moisture-emulsion/11287899.html,iS Clinical Reparative Moisture Emulsion (1.7 oz.),,,$105.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-silymarin-cf-serum-1-fl.-oz/12771530.html,SkinCeuticals Silymarin CF,,,$182.00,,,,,,,,,,,,,
https://www.dermstore.com/embryolisse-lait-creme-concentre-multi-purpose-moisturiser-75ml/11118731.html,Embryolisse Lait Creme Concentre Moisturizer 2.54 fl oz,,,$29.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-foaming-facial-cleanser-duo/12538011.html,Elta MD Foaming Facial Cleanser Duo (Worth $64.00),,,$58.00,,,,,,,,,,,,,
https://www.dermstore.com/lancer-skincare-gravity-defying-moisturiser-with-firming-complex-346ml/15229559.html,Lancer Skincare Gravity Defying Moisturiser with Firming Complex 346ml,,,$140.00,,,,,,,,,,,,,
https://www.dermstore.com/skinmedica-retinol-complex-1.0/11289678.html,SkinMedica Age Defense Retinol Complex 1.0 (1 fl. oz.),,,$96.00,,,,,,,,,,,,,
https://www.dermstore.com/revision-skincare-brightening-facial-wash-6.7-fl.-oz./12902722.html,Revision Skincare® Brightening Facial Wash 6.7 fl. oz.,,,$45.00,,,,,,,,,,,,,
https://www.dermstore.com/medik8-liquid-peptides-serum-30ml/12810749.html,Medik8 Liquid Peptides Serum 30ml,,,$64.00,,,,,,,,,,,,,
https://www.dermstore.com/pca-skin-collagen-hydrator/11289072.html,PCA SKIN Collagen Hydrator (1.7 oz.),,,$59.00,,,,,,,,,,,,,
https://www.dermstore.com/epionce-renewal-facial-lotion/11287459.html,Epionce Renewal Facial Lotion (1.7 fl. oz.),,,$102.00,,,,,,,,,,,,,
https://www.dermstore.com/revision-skincare-d.e.j-eye-cream-0.5-oz./12902717.html,Revision Skincare D.E.J Eye Cream,,,$120.00,,,,,,,,,,,,,
https://www.dermstore.com/sente-dermal-repair-cream-50ml/12902892.html,SENTÉ Dermal Repair Cream (1.7 oz.),,,$164.00,,,,,,,,,,,,,
https://www.dermstore.com/revision-skincare-c-correcting-complex-30-1-fl-oz/13806555.html,Revision Skincare C+ Correcting Complex 30%,,,$185.00,,,,,,,,,,,,,
https://www.dermstore.com/eltamd-uv-sport-broad-spectrum-spf50-tube/11370299.html,EltaMD UV Sport Broad-Spectrum SPF 50 Tube (3 oz.),,,$31.00,,,,,,,,,,,,,
https://www.dermstore.com/epionce-renewal-facial-cream/11287458.html,Epionce Renewal Facial Cream (1.7 oz.),,,$102.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-eye-balm/11289615.html,SkinCeuticals Eye Balm Hydrating Cream (0.5 fl. oz.),,,$92.00,,,,,,,,,,,,,
https://www.dermstore.com/skinmedica-even-and-correct-brightening-treatment-pads-60-pads/14215553.html,SkinMedica Even and Correct Brightening Treatment Pads - 60 Pads,,,$60.00,,,,,,,,,,,,,
https://www.dermstore.com/la-roche-posay-toleriane-double-repair-moisturiser-100ml/11429064.html,La Roche-Posay Toleriane Double Repair Moisturizer (Various Sizes),,,$23.99,,,,,,,,,,,,,
https://www.dermstore.com/allies-of-skin-multi-peptides-and-gf-advanced-lifting-serum-30ml/14510973.html,Allies of Skin Multi Peptides and GF Advanced Lifting Serum 30ml,,,$188.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-daily-brightening-uv-defense-sunscreen-spf30-1-fl.-oz/13036144.html,SkinCeuticals Daily Brightening UV Defense Sunscreen (1 fl. oz.),,,$60.00,,,,,,,,,,,,,
https://www.dermstore.com/sente-dermal-repair-ultra-nourish-50ml/13117421.html,SENTÉ Dermal Repair UltraNourish (1.7 oz.),,,$179.00,,,,,,,,,,,,,
https://www.dermstore.com/skinmedica-retinol-complex-0.5/11289677.html,SkinMedica Age Defense Retinol Complex 0.5 (1 fl. oz.),,,$80.00,,,,,,,,,,,,,
https://www.dermstore.com/dhc-silky-cotton-cosmetic-pads-80-pack/11207490.html,DHC Silky Cotton (80 piece),,,$6.00,,,,,,,,,,,,,
https://www.dermstore.com/skinmedica-rejuvenative-moisturizer/11289673.html,SkinMedica Rejuvenative Moisturizer (2 oz.),,,$60.00,,,,,,,,,,,,,
https://www.dermstore.com/obagi-medical-professional-c-serum-15-strength/11291066.html,Obagi Medical Professional-C Serum 15% (1 oz.),,,$115.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-metacell-renewal-b3/11289623.html,SkinCeuticals Metacell Renewal B3 (1.7 fl. oz.),,,$130.00,,,,,,,,,,,,,
https://www.dermstore.com/dermalogica-daily-microfoliant-13g/11480968.html,Dermalogica Daily Microfoliant Travel Size (0.45 oz.),,,$19.00,,,,,,,,,,,,,
https://www.dermstore.com/obagi-medical-nu-derm-toner/11291541.html,Obagi Medical Nu-Derm Toner (6.7 oz.),,,$45.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-tripeptide-r-neck-repair-cream/12667337.html,SkinCeuticals Tripeptide R Neck Repair Cream,,,$136.00,,,,,,,,,,,,,
https://www.dermstore.com/is-clinical-pro-heal-serum-advance-15ml/11355226.html,iS Clinical Pro-Heal Serum Advance+ (0.5 oz.),,,$95.00,,,,,,,,,,,,,
https://www.dermstore.com/obagi-medical-nu-derm-gentle-cleanser/11291540.html,Obagi Medical Nu-Derm Gentle Cleanser (6.7 oz.),,,$45.00,,,,,,,,,,,,,
https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,SkinCeuticals Sheer Physical UV Defense SPF 50 Mineral Sunscreen (Various Sizes),4.5,252,$42.00,https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,5.0,SkinCeuticals Sheer Physical UV Defense,My dermatologist recommended the SkinCeuticals line of skincare.   Using sunscreen daily is a must and SkinCeuticals sunscreen is a wonderful addition to my skincare regimen.  It is a great facial sunscreen product!  I would recommend purchasing the tinted version.,Patricia,7/2/23,True,0.0,0.0,2023-07-04,"{'label': 'POSITIVE', 'score': 0.9933232665061951, 'elapsed_time': 0.14046859741210938}",POSITIVE,"['great facial sunscreen product', 'would recommend purchasing', 'using sunscreen daily', 'skinceuticals sunscreen', 'wonderful addition', 'tinted version', 'skinceuticals line', 'dermatologist recommended', 'skincare regimen', 'skincare', 'must']"
https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,SkinCeuticals Sheer Physical UV Defense SPF 50 Mineral Sunscreen (Various Sizes),4.5,252,$42.00,https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,5.0,SkinCeuticals Sheer Physical UV Defense SPF 50 Mineral Sunscreen,SkinCeuticals Sheer Physical UV Defense SPF 50 Mineral Sunscreen is the best facial sunscreen I have used so far! It is a liquid that is so easy to apply and gives great sun protection. I will definitely buy this again!,Diana,6/17/23,True,0.0,0.0,2023-07-04,"{'label': 'POSITIVE', 'score': 0.9991638660430908, 'elapsed_time': 0.13783478736877441}",POSITIVE,"['skinceuticals sheer physical uv defense spf 50 mineral sunscreen', 'gives great sun protection', 'best facial sunscreen', 'definitely buy', 'used', 'liquid', 'far', 'easy', 'apply']"
https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,SkinCeuticals Sheer Physical UV Defense SPF 50 Mineral Sunscreen (Various Sizes),4.5,252,$42.00,https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,5.0,Recommend,One of my favorite sunscreens. Highly recommend it!,Sophia,6/4/23,True,0.0,0.0,2023-07-04,"{'label': 'POSITIVE', 'score': 0.9998447895050049, 'elapsed_time': 0.14405322074890137}",POSITIVE,"['highly recommend', 'favorite sunscreens', 'one']"
https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,SkinCeuticals Sheer Physical UV Defense SPF 50 Mineral Sunscreen (Various Sizes),4.5,252,$42.00,https://www.dermstore.com/skinceuticals-sheer-physical-uv-defense-spf50-various-sizes/11907698.html,5.0,Skinceuticals,This sunscreen is great! I wear it all day long and it feels and smells great on my skin. I retouch every 3-4 hours and it absorbs right in my skin with or without make up and it doesn't feel heavy. It has the 2 most important ingredients an SPF should have which is Titanium Dioxide and Zinc Dioxide. So far the best SPF I've ever tried!,Beatriz,5/11/23,True,1.0,1.0,2023-07-04,"{'label': 'POSITIVE', 'score': 0.9993742108345032, 'elapsed_time': 0.3078286647796631}",POSITIVE,"['retouch every 3', 'zinc dioxide', 'without make', 'titanium dioxide', 'important ingredients', 'feel heavy', 'ever tried', 'day long', 'absorbs right', '4 hours', 'smells great', 'best spf', 'spf', 'great', 'wear', 'sunscreen', 'skin', 'skin', 'feels', 'far', '2']"
