"review_url_src";"review_stars";"review_title";"review_thoughts";"review_author";"review_date";"review_verified";"review_tup";"review_tdown";"review_collected_date";"predicted_sentiment";"sentiment_category";"keywords"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Sunscreen";"I love this product! I use it every day for the sunscreen. It is tinted and creamy and many days it is all I use on top of my moisturizer. It protects very well, looks good, and it lasts a long time.  You’ll love it!";"Sandy";"12/2/22";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9998844861984253, 'elapsed_time': 0.17878460884094238}";"POSITIVE";"['many days', 'looks good', 'long time', 'every day', '’', 'well', 'use', 'use', 'top', 'tinted', 'sunscreen', 'protects', 'product', 'moisturizer', 'love', 'love', 'lasts', 'creamy']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Love it! Matte finish, good coverage";"Love this! I got it on a whim and really glad I did. It has a matte finish and for my shiny face it gave it a really nice finish and I didn’t wear any foundation, just a little powder. I do two pumps for my face. I actually liked it a lot while I was sailing and out in the sun (wearing hat of course) and it offered great protection. Definitely getting it again. My friend used it too while we were out on the boat and will also be getting it now.  If your face leans dry then you might want a heavier moisturizer underneath but mine is normal/combo and I like having this around. I also feel it didn’t rub off and stayed put on my face";"Dena";"10/16/22";"True";"3";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9407802224159241, 'elapsed_time': 0.23293447494506836}";"POSITIVE";"['offered great protection', 'heavier moisturizer underneath', 'really nice finish', 'face leans dry', 'really glad', 'matte finish', 'wearing hat', 'two pumps', 'stayed put', 'might want', 'little powder', 'friend used', 'actually liked', 'shiny face', 'definitely getting', 'also feel', 'face', 'face', 'getting', 'also', '’', '’', 'whim', 'wear', 'sun', 'sailing', 'rub', 'normal', 'mine', 'love', 'lot', 'like', 'got', 'gave', 'foundation', 'course', 'combo', 'boat', 'around']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"My favorite";"I LOVE this sunscreen! I have sensitive dry skin with occasional rosacea flare ups and this doesn’t irritate me at all. It’s like butter on the skin. So smooth, blends well, and gives a nice glow. I have an olive skin tone and love the way this looks on. I do not leave the house without it!";"Alicia";"8/31/22";"True";"1";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9995567202568054, 'elapsed_time': 0.15875506401062012}";"POSITIVE";"['occasional rosacea flare ups', 'sensitive dry skin', 'olive skin tone', 'nice glow', 'like butter', 'house without', 'blends well', 'skin', '’', '’', 'way', 'sunscreen', 'smooth', 'love', 'love', 'looks', 'leave', 'irritate', 'gives']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Great Spf w/ skincare";"Absolutely love this sunscreen. It is perfect for post procedure and any sensitive type of skin. Has caffeine in it so help keeps the skin not puffy. Have bought several bottles. Highly recommend. Only problem is not water resistant.";"Margaret";"8/27/22";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9994762539863586, 'elapsed_time': 0.16585111618041992}";"POSITIVE";"['bought several bottles', 'water resistant', 'sensitive type', 'post procedure', 'highly recommend', 'help keeps', 'absolutely love', 'sunscreen', 'skin', 'skin', 'puffy', 'problem', 'perfect', 'caffeine']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Life saver";"I have really sensitive skin from using tretinoin, and after trying an absurdly large variety of sunscreens, this one finally came and saved the day. It gives a subtle glow, no white cast, never leaves my skin feeling gritty like some mineral sunscreens, doesn't irritate my skin or have a weird smell. So relieved to have finally found it. I'm trying to be better about reapplication, and so far if I have no other makeup on it's alright, though I do see the tint build up a little bit more (in kind of a bad way) so I have to be careful to pat it in. May continue hunting for something that's easier to apply over top throughout the day.";"m";"8/16/22";"True";"1";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.7670734524726868, 'elapsed_time': 0.14816546440124512}";"POSITIVE";"['skin feeling gritty like', 'may continue hunting', 'absurdly large variety', 'really sensitive skin', 'one finally came', 'finally found', 'white cast', 'weird smell', 'using tretinoin', 'top throughout', 'tint build', 'subtle glow', 'never leaves', 'little bit', 'bad way', 'mineral sunscreens', 'skin', 'sunscreens', 'trying', 'trying', 'though', 'something', 'see', 'saved', 'relieved', 'reapplication', 'pat', 'makeup', 'kind', 'irritate', 'gives', 'far', 'easier', 'day', 'day', 'careful', 'better', 'apply', 'alright']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"mineral sunscreen";"Really like this brand and that it has the mineral protection";"catherine";"7/31/22";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9976837635040283, 'elapsed_time': 0.17206192016601562}";"POSITIVE";"['really like', 'mineral protection', 'brand']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Great spf with skin benefiting ingredients";"I love this SPF. I wish it was water resistant but still worth the money . A caffeine and the sunscreen really helps the skin look less puffy and refreshed.";"Margaret";"7/13/22";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9985276460647583, 'elapsed_time': 0.22239375114440918}";"POSITIVE";"['skin look less puffy', 'sunscreen really helps', 'water resistant', 'still worth', 'wish', 'spf', 'refreshed', 'money', 'love', 'caffeine']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Great tinted spf";"I love this product. Feels very nice on my dry skin. Can wear alone without makeup and feel it provides good coverage!";"Margaret";"6/6/22";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9987548589706421, 'elapsed_time': 0.1521003246307373}";"POSITIVE";"['wear alone without makeup', 'provides good coverage', 'dry skin', 'product', 'nice', 'love', 'feels', 'feel']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Love";"Love this tinted spf. Goes on smooth, feels good on my face, not greasy. Will definitely repurchase!";"Amy";"5/30/22";"True";"1";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9992503523826599, 'elapsed_time': 0.1446223258972168}";"POSITIVE";"['tinted spf', 'feels good', 'definitely repurchase', 'smooth', 'love', 'greasy', 'goes', 'face']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Great Feel and good price";"I tried this as I use other skin medics products and am very happy as it soaks in my skin it leaves it feeling and looking great. I love the mat finish after it is absorbed. Also, the price is really good especially when you do the recurring order:) definitely recommend. I am 53 with melanoma history and have to use a good spf daily and I use 2 pumps for my face and 2 pumps for my neck and décolletage";"Ladybug";"5/25/22";"True";"1";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.990978479385376, 'elapsed_time': 0.16337895393371582}";"POSITIVE";"['recurring order :) definitely recommend', 'really good especially', 'good spf daily', 'skin medics products', 'use 2 pumps', '2 pumps', 'melanoma history', 'mat finish', 'looking great', 'skin', 'use', 'use', 'tried', 'soaks', 'price', 'neck', 'love', 'leaves', 'happy', 'feeling', 'face', 'décolletage', 'also', 'absorbed', '53']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"Super smooth and looks great!";"I really like the way this lays on my skin… good coverage and the tint isn’t too dark. I prefer it over elta md actually";"Adena";"5/14/22";"True";"1";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9752610921859741, 'elapsed_time': 0.3900136947631836}";"POSITIVE";"['skin … good coverage', 'elta md actually', 'really like', '’', 'way', 'tint', 'prefer', 'lays', 'dark']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"Lightweight!";"This stuff is so light weight and feels great but not really tinted! Or at least I can’t notice!";"Ashleigh";"4/22/22";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9066888093948364, 'elapsed_time': 0.16019892692565918}";"POSITIVE";"['really tinted', 'light weight', 'feels great', '’', 'stuff', 'notice', 'least']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"Nice coverage";"Lightweight, good coverage SPF tinted moisturizer. Absorbs quickly.";"Kristen";"2/6/22";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.985424816608429, 'elapsed_time': 0.17146539688110352}";"POSITIVE";"['good coverage spf tinted moisturizer', 'absorbs quickly', 'lightweight']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"This is a great product I will buy again and again";"This is the best tinted sunscreen I have ever tried. It goes on very smoothly and blends easily. It feels like I have nothing on my face. It actually makes my skin feel softer. There is no white hue whatsoever. As an added bonus, it does not transfer onto my collars at all which is amazing. I have an entire group of summer t-shirts that are wear around the house only because there is a subtle darkening of the collars as a result of the also-highly-rated tinted sunscreen I used to use.";"Julie";"1/26/22";"False";"2";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.510252058506012, 'elapsed_time': 0.1938469409942627}";"POSITIVE";"['white hue whatsoever', 'skin feel softer', 'rated tinted sunscreen', 'best tinted sunscreen', 'wear around', 'transfer onto', 'subtle darkening', 'feels like', 'ever tried', 'entire group', 'blends easily', 'added bonus', 'actually makes', 'used', 'use', 'summer', 'smoothly', 'shirts', 'result', 'nothing', 'house', 'highly', 'goes', 'face', 'collars', 'collars', 'amazing', 'also']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Great Tinted Sunscreen";"I really like this SkinMedica sunscreen. It is a creamy consistency that blends really effortlessly into the skin. Although it is a bit of a thicker consistency, it feels lightweight on the skin and is not greasy at all. It feels like a rich lotion. I like that this sunscreen is tinted and provides a bit of sheer coverage. Great product just wish SkinMedica made this sunscreen with a higher SPF value.";"Lily";"12/22/21";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9075765013694763, 'elapsed_time': 0.20465540885925293}";"POSITIVE";"['higher spf value', 'wish skinmedica made', 'blends really effortlessly', 'really like', 'thicker consistency', 'sheer coverage', 'rich lotion', 'great product', 'feels lightweight', 'creamy consistency', 'skinmedica sunscreen', 'feels like', 'like', 'sunscreen', 'sunscreen', 'tinted', 'skin', 'skin', 'provides', 'greasy', 'bit', 'bit', 'although']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"The BEST!!";"I’ve purchased this 3 times now and can’t imagine if Skin Medica stopped making it. For reference, my complexion is the same as Beyoncé. The tint blends well leaving just a tiny bit of noticeable color around the edge. I typically apply a little bronzer over it. I apply 2 full pumps to ensure the proper amount of coverage and sun protection. As a clinical esthetician, this is one of the best spfs I have used! I do wish there was a more bronze colored tint for darker complexions.";"MyEsti";"11/16/21";"True";"5";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.998820960521698, 'elapsed_time': 0.16120028495788574}";"POSITIVE";"['skin medica stopped making', 'tint blends well leaving', 'apply 2 full pumps', 'bronze colored tint', 'noticeable color around', 'typically apply', 'tiny bit', 'sun protection', 'proper amount', 'little bronzer', 'darker complexions', 'clinical esthetician', 'best spfs', '3 times', '’', '’', 'wish', 'used', 'reference', 'purchased', 'one', 'imagine', 'ensure', 'edge', 'coverage', 'complexion', 'beyoncé']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Love this!";"Love this sunscreen!  Gives just a light tint and feels great under makeup!";"HEATHER";"11/14/21";"False";"1";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9986587762832642, 'elapsed_time': 0.1738119125366211}";"POSITIVE";"['light tint', 'feels great', 'sunscreen', 'makeup', 'love', 'gives']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"3";"Feels great at first";"Feels and looks wonderful when applying, but dries quite matte. By the end of the day my face felt so dry and itchy and after using about half the bottle I couldn’t bear the thought of putting it on again. In addition to being drying it made my skin very itchy if I sweat at all during the day.";"T";"11/4/21";"True";"0";"0";"2023-07-04";"{'label': 'NEGATIVE', 'score': 0.9537991285324097, 'elapsed_time': 0.1614704132080078}";"NEGATIVE";"['dries quite matte', 'looks wonderful', 'face felt', '’', 'using', 'thought', 'sweat', 'skin', 'putting', 'made', 'itchy', 'itchy', 'half', 'feels', 'end', 'drying', 'dry', 'day', 'day', 'bottle', 'bear', 'applying', 'addition']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Love this product";"This was recommended by my aesthetician after a skin treatment. With the spf it was helpful in summer weather to protect my skin from the sun especially after the treatment.";"Teresa";"11/2/21";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.982986569404602, 'elapsed_time': 0.1645677089691162}";"POSITIVE";"['sun especially', 'summer weather', 'skin treatment', 'treatment', 'skin', 'spf', 'recommended', 'protect', 'helpful', 'aesthetician']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Best mineral sunscreen";"This is my favorite sunscreen. Not only is it a mineral sunscreen that is gentle enough for sensitive skin and post procedure skin, but it's also tinted. It applies and blends easily. It also dries matte-ish on the skin, which is a plus. The only thing that's missing is a higher SPF. I would prefer my sunscreen to have a higher SPF but I can overlook that for the finish and application";"Jess";"10/18/21";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9948693513870239, 'elapsed_time': 0.17164039611816406}";"POSITIVE";"['also dries matte', 'post procedure skin', 'also tinted', 'would prefer', 'sensitive skin', 'higher spf', 'higher spf', 'gentle enough', 'blends easily', 'mineral sunscreen', 'favorite sunscreen', 'skin', 'sunscreen', 'thing', 'plus', 'overlook', 'missing', 'ish', 'finish', 'applies', 'application']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"great sunscreen";"doesn't leave a white cast. quick application and absorption. i like it!";"testr";"10/14/21";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9905497431755066, 'elapsed_time': 0.16212821006774902}";"POSITIVE";"['white cast', 'quick application', 'like', 'leave', 'absorption']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"Good, but not my favorite";"Lightweight which I love, but seems to be gone after an hour. Like to just use as sunscreen under my normal makeup.";"Dani";"10/13/21";"False";"1";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.8862108588218689, 'elapsed_time': 0.22858262062072754}";"POSITIVE";"['normal makeup', 'use', 'sunscreen', 'seems', 'love', 'like', 'lightweight', 'hour', 'gone']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"2";"unimpressive";"This sunblock is thick and chalky, which may be standard for mineral sunblocks. The tint doesn't really hide the pasty white color of the mineral ingredients. I'd like to transition to mineral sunblocks but am having trouble finding a decent formula.";"Jennifer";"10/12/21";"False";"0";"0";"2023-07-04";"{'label': 'NEGATIVE', 'score': 0.6251021027565002, 'elapsed_time': 0.1416018009185791}";"NEGATIVE";"['pasty white color', 'trouble finding', 'really hide', 'mineral sunblocks', 'mineral sunblocks', 'mineral ingredients', 'decent formula', 'transition', 'tint', 'thick', 'sunblock', 'standard', 'may', 'like', 'chalky']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Best Mineral Sunscreen";"If you have to use mineral sunscreen this is the one. I tried a lot of mineral sunscreens and this is the best one hands down. This doesn’t dry out the skin, doesn’t leave a white cast and looks great under makeup.";"PV2021";"10/2/21";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.999038577079773, 'elapsed_time': 0.1566486358642578}";"POSITIVE";"['use mineral sunscreen', 'best one hands', 'mineral sunscreens', 'white cast', 'looks great', 'one', '’', '’', 'tried', 'skin', 'makeup', 'lot', 'leave', 'dry']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Great product!";"This is creamy, but not thick. Feels like it really moisturizes your skin, as well as protects your face from the sun. No breakouts!";"Stacie";"9/21/21";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9969742298126221, 'elapsed_time': 0.16614413261413574}";"POSITIVE";"['really moisturizes', 'feels like', 'well', 'thick', 'sun', 'skin', 'protects', 'face', 'creamy', 'breakouts']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"Love";"Love this sunscreen!! Perfect tint and gives a nice light coverage. Wish it came in a bigger size";"Natalie";"8/24/21";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9985826015472412, 'elapsed_time': 0.33316969871520996}";"POSITIVE";"['nice light coverage', 'sunscreen !!', 'perfect tint', 'bigger size', 'wish', 'love', 'gives', 'came']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Perfect for sensitive skin";"I always get nervous when trying out a new face SPF due to potential break outs- this one is amazing and has caused no issues with my face. The tint is just perfect enough to provide a slight glow over your everyday concealer/foundation while providing protection from the sun. 10/10 product!";"Lindsey";"8/13/21";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9995208978652954, 'elapsed_time': 0.21332025527954102}";"POSITIVE";"['new face spf due', 'potential break outs', 'always get nervous', 'slight glow', 'providing protection', 'perfect enough', 'everyday concealer', '10 product', 'face', '10', 'trying', 'tint', 'sun', 'provide', 'one', 'issues', 'foundation', 'caused', 'amazing']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"Too dark";"I've used the non-tinted version which worked great. Unfortunately, the tinted version was too dark for my light complexion.";"Angie";"8/1/21";"False";"1";"0";"2023-07-04";"{'label': 'NEGATIVE', 'score': 0.5962649583816528, 'elapsed_time': 0.1624753475189209}";"NEGATIVE";"['worked great', 'tinted version', 'tinted version', 'light complexion', 'used', 'unfortunately', 'non', 'dark']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"1";"SkinMedica's Essential Defense Mineral Shield™ Broad-Spectrum SPF 32 - Tinted";"This is fine... problem is that I believe is is clogging my pores. It it the only new skin product I have added?";"Annabel";"7/31/21";"True";"0";"0";"2023-07-04";"{'label': 'NEUTRAL', 'score': 0.5217697620391846, 'elapsed_time': 0.16075587272644043}";"NEUTRAL";"['new skin product', 'fine ... problem', 'pores', 'clogging', 'believe', 'added']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"4";"Does the job";"I was curious about buying this because the leading sunscreen had started stinging my skin a little bit, and I love SkinMedica's other products. This feels great on the skin, smells fine, and protects from the sun as far as I can tell, but the level of tintedness left something to be desired. I'm happy with it and will keep using, but wish it evened out my skin tone a little better.";"Alexandra";"7/15/21";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.7033445835113525, 'elapsed_time': 0.14447879791259766}";"POSITIVE";"['tintedness left something', 'started stinging', 'smells fine', 'love skinmedica', 'little bit', 'little better', 'leading sunscreen', 'keep using', 'feels great', 'skin tone', 'skin', 'skin', 'wish', 'tell', 'sun', 'protects', 'products', 'level', 'happy', 'far', 'evened', 'desired', 'curious', 'buying']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Best I've found";"I switched to this from Elta (which I also love) because I wanted a mineral-only sunscreen. This has more coverage, and with a bit of powder on top, serves as a light foundation with 2 pumps. Texture is amazing, skin is perfected but looks naked, and the color is perfect for my light+ skin tones (but seems fairly versatile?) Go ahead and subscribe, you'll want to keep using it.";"Julia";"7/15/21";"False";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9981695413589478, 'elapsed_time': 0.14678287506103516}";"POSITIVE";"['seems fairly versatile ?)', 'looks naked', 'keep using', 'go ahead', 'also love', '2 pumps', 'skin tones', 'light foundation', 'skin', 'light', 'wanted', 'want', 'top', 'texture', 'switched', 'sunscreen', 'subscribe', 'serves', 'powder', 'perfected', 'perfect', 'mineral', 'elta', 'coverage', 'color', 'bit', 'amazing']"
"https://www.dermstore.com/skinmedica-essential-defense-mineral-shield-broad-spectrum-spf-32-tinted/11290741.html";"5";"Absolutely love";"I'm not a big fan of the cult classic Elta md. I've tried several. Other than rubbing in clear, they are very oily. This is wonderful!! This is a wonderful primer and sunscreen. I'm very pleased.";"Anonymous";"5/11/21";"True";"0";"0";"2023-07-04";"{'label': 'POSITIVE', 'score': 0.9910792708396912, 'elapsed_time': 0.1437394618988037}";"POSITIVE";"['cult classic elta md', 'wonderful primer', 'wonderful !!', 'tried several', 'big fan', 'sunscreen', 'rubbing', 'pleased', 'oily', 'clear']"
